event_date,year,month,day,event_type,country,admin1,fatalities,actor1_type,actor2_type,interaction_type,is_terrorist_group_related,terrorist_group_filiation,is_pmc_related
2022-10-30,2022,10,30,Battles,Niger,Maradi,3,Political Militias,State Forces,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2022-10-30,2022,10,30,Violence against civilians,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-30,2022,10,30,Violence against civilians,Mali,Mopti,13,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2022-10-30,2022,10,30,Strategic developments,Burkina Faso,Centre-Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-30,2022,10,30,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-30,2022,10,30,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-30,2022,10,30,Violence against civilians,Burkina Faso,Centre-Est,4,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-30,2022,10,30,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-29,2022,10,29,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-29,2022,10,29,Violence against civilians,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-29,2022,10,29,Violence against civilians,Mali,Gao,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-29,2022,10,29,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-29,2022,10,29,Battles,Mali,Menaka,40,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Islamic State,0
2022-10-29,2022,10,29,Battles,Burkina Faso,Est,19,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-29,2022,10,29,Strategic developments,Burkina Faso,Hauts-Bassins,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Burkina Faso,Centre-Nord,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Burkina Faso,Centre-Est,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Strategic developments,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Strategic developments,Burkina Faso,Hauts-Bassins,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Violence against civilians,Mali,Gao,2,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Mali,Menaka,9,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-28,2022,10,28,Strategic developments,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-28,2022,10,28,Violence against civilians,Burkina Faso,Sahel,2,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-28,2022,10,28,Battles,Mali,Menaka,30,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Mali,Mopti,3,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Mali,Menaka,30,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Mali,Segou,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Battles,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Mali,Mopti,5,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Violence against civilians,Niger,Tillaberi,2,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2022-10-28,2022,10,28,Explosions/Remote violence,Mali,Mopti,3,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,1
2022-10-28,2022,10,28,Violence against civilians,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-28,2022,10,28,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-28,2022,10,28,Explosions/Remote violence,Burkina Faso,Centre-Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-27,2022,10,27,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Battles,Mali,Tombouctou,0,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Strategic developments,Niger,Agadez,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-27,2022,10,27,Battles,Mali,Menaka,5,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Battles,Mali,Menaka,5,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Battles,Mali,Mopti,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Battles,Mali,Mopti,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Strategic developments,Burkina Faso,Hauts-Bassins,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Explosions/Remote violence,Burkina Faso,Hauts-Bassins,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-27,2022,10,27,Violence against civilians,Mali,Gao,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-27,2022,10,27,Strategic developments,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-26,2022,10,26,Battles,Burkina Faso,Centre-Nord,5,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-26,2022,10,26,Explosions/Remote violence,Burkina Faso,Est,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-26,2022,10,26,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-26,2022,10,26,Explosions/Remote violence,Mali,Gao,0,Political Militias,None,SOLE POLITICAL MILITIA ACTION,0,None,0
2022-10-26,2022,10,26,Strategic developments,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Violence against civilians,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Violence against civilians,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Burkina Faso,Est,1,Rebel Groups,Rebel Groups,REBELS VERSUS REBELS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Violence against civilians,Mali,Menaka,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-26,2022,10,26,Strategic developments,Mali,Kayes,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-26,2022,10,26,Battles,Niger,Agadez,0,Political Militias,State Forces,STATE FORCES VERSUS POLITICAL MILITIA,0,None,0
2022-10-26,2022,10,26,Explosions/Remote violence,Burkina Faso,Est,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-26,2022,10,26,Violence against civilians,Mali,Mopti,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2022-10-26,2022,10,26,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-25,2022,10,25,Violence against civilians,Burkina Faso,Sud-Ouest,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Violence against civilians,Mali,Gao,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-25,2022,10,25,Strategic developments,Mali,Kayes,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Strategic developments,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Violence against civilians,Burkina Faso,Sahel,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-25,2022,10,25,Violence against civilians,Mali,Tombouctou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Strategic developments,Mali,Kidal,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Strategic developments,Mali,Tombouctou,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Strategic developments,Mali,Tombouctou,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Strategic developments,Niger,Agadez,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-25,2022,10,25,Explosions/Remote violence,Burkina Faso,Est,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2022-10-25,2022,10,25,Battles,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-25,2022,10,25,Strategic developments,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Explosions/Remote violence,Niger,Tillaberi,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Explosions/Remote violence,Mali,Sikasso,1,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-25,2022,10,25,Strategic developments,Mali,Menaka,0,State Forces,None,SOLE STATE FORCES ACTION,0,None,0
2022-10-25,2022,10,25,Strategic developments,Burkina Faso,Centre-Nord,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Violence against civilians,Burkina Faso,Hauts-Bassins,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Violence against civilians,Mali,Mopti,1,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2022-10-24,2022,10,24,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2022-10-24,2022,10,24,Violence against civilians,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Strategic developments,Niger,Tahoua,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-24,2022,10,24,Strategic developments,Niger,Dosso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-24,2022,10,24,Strategic developments,Niger,Dosso,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Strategic developments,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Battles,Burkina Faso,Cascades,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-24,2022,10,24,Battles,Burkina Faso,Sahel,28,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Explosions/Remote violence,Mali,Gao,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2022-10-24,2022,10,24,Battles,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Violence against civilians,Niger,Tillaberi,0,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Explosions/Remote violence,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Violence against civilians,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-24,2022,10,24,Violence against civilians,Mali,Segou,2,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Violence against civilians,Niger,Tillaberi,11,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,0
2022-10-24,2022,10,24,Battles,Mali,Gao,1,Rebel Groups,Political Militias,REBELS VERSUS POLITICAL MILITIA,1,Islamic State,0
2022-10-24,2022,10,24,Strategic developments,Burkina Faso,Centre-Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-24,2022,10,24,Violence against civilians,Mali,Mopti,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Violence against civilians,Mali,Gao,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-23,2022,10,23,Strategic developments,Burkina Faso,Cascades,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Mali,Mopti,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Violence against civilians,Mali,Mopti,3,State Forces,Civilians,STATE FORCES VERSUS CIVILIANS,0,None,1
2022-10-23,2022,10,23,Explosions/Remote violence,Mali,Segou,3,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-23,2022,10,23,Violence against civilians,Niger,Tillaberi,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Violence against civilians,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Strategic developments,Mali,Tombouctou,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Strategic developments,Niger,Agadez,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Strategic developments,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Violence against civilians,Mali,Tombouctou,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Burkina Faso,Cascades,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Mali,Mopti,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Mali,Mopti,6,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Niger,Tillaberi,2,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Niger,Tillaberi,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Mali,Segou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Burkina Faso,Est,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-23,2022,10,23,Violence against civilians,Burkina Faso,Centre-Est,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Mali,Mopti,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-23,2022,10,23,Strategic developments,Niger,Agadez,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Battles,Mali,Segou,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-22,2022,10,22,Explosions/Remote violence,Mali,Gao,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Islamic State,0
2022-10-22,2022,10,22,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Violence against civilians,Burkina Faso,Sahel,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Strategic developments,Burkina Faso,Boucle du Mouhoun,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Battles,Mali,Segou,1,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tahoua,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Explosions/Remote violence,Mali,Segou,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
2022-10-22,2022,10,22,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tahoua,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tahoua,1,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Battles,Mali,Mopti,0,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Al-Qaeda,0
2022-10-22,2022,10,22,Violence against civilians,Mali,Mopti,0,Identity Militias,Civilians,IDENTITY MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Strategic developments,Mali,Sikasso,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Battles,Mali,Koulikoro,1,Political Militias,External/Other Forces,POLITICAL MILITIA VERSUS OTHERS,0,None,0
2022-10-22,2022,10,22,Strategic developments,Mali,Menaka,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Strategic developments,Niger,Maradi,0,Political Militias,Civilians,POLITICAL MILITIA VERSUS CIVILIANS,0,None,0
2022-10-22,2022,10,22,Violence against civilians,Mali,Tombouctou,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Strategic developments,Burkina Faso,Centre-Nord,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tillaberi,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tillaberi,3,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Violence against civilians,Niger,Tillaberi,11,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-22,2022,10,22,Battles,Niger,Tillaberi,2,Rebel Groups,Identity Militias,REBELS VERSUS IDENTITY MILITIA,1,Islamic State,0
2022-10-22,2022,10,22,Battles,Niger,Tillaberi,0,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Battles,Burkina Faso,Boucle du Mouhoun,2,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Explosions/Remote violence,Mali,Segou,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-22,2022,10,22,Strategic developments,Burkina Faso,Est,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Violence against civilians,Burkina Faso,Centre-Est,1,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Battles,Mali,Koulikoro,4,Rebel Groups,State Forces,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Explosions/Remote violence,Burkina Faso,Sahel,0,State Forces,Rebel Groups,STATE FORCES VERSUS REBELS,1,Al-Qaeda,0
2022-10-21,2022,10,21,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-21,2022,10,21,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-21,2022,10,21,Strategic developments,Mali,Gao,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-21,2022,10,21,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,Civilians,REBELS VERSUS CIVILIANS,1,Islamic State,0
2022-10-21,2022,10,21,Strategic developments,Burkina Faso,Sahel,0,Rebel Groups,None,SOLE REBEL ACTION,1,Al-Qaeda,0
